method,path,backend_status,body_size,statediff_size,body
GET,/api/books/6922fb7411741d2b74126698,200,0,207,
PUT,/api/books/6922fb7411741d2b74126698,200,70,3,"{""title"":""Updated Test Book 1_93"",""author"":""Updated Test Author 1_93""}"
DELETE,/api/books/6922fb7411741d2b74126698,200,0,197,
POST,/api/books,201,54,92,"{""title"":""Test Book 1_94"",""author"":""Test Author 1_94""}"
GET,/api/books/6922fb7511741d2b74126699,200,0,207,
PUT,/api/books/6922fb7511741d2b74126699,200,70,3,"{""title"":""Updated Test Book 1_94"",""author"":""Updated Test Author 1_94""}"
DELETE,/api/books/6922fb7511741d2b74126699,200,0,197,
POST,/api/books,201,54,92,"{""title"":""Test Book 1_95"",""author"":""Test Author 1_95""}"
GET,/api/books/6922fb7511741d2b7412669a,200,0,230,
PUT,/api/books/6922fb7511741d2b7412669a,200,70,3,"{""title"":""Updated Test Book 1_95"",""author"":""Updated Test Author 1_95""}"
DELETE,/api/books/6922fb7511741d2b7412669a,200,0,219,
POST,/api/books,201,54,100,"{""title"":""Test Book 1_96"",""author"":""Test Author 1_96""}"
GET,/api/books/6922fb7511741d2b7412669b,200,0,34006,
PUT,/api/books/6922fb7511741d2b7412669b,200,70,3,"{""title"":""Updated Test Book 1_96"",""author"":""Updated Test Author 1_96""}"
DELETE,/api/books/6922fb7511741d2b7412669b,200,0,219,
POST,/api/books,201,54,100,"{""title"":""Test Book 1_97"",""author"":""Test Author 1_97""}"
GET,/api/books/6922fb7611741d2b7412669c,200,0,231,
PUT,/api/books/6922fb7611741d2b7412669c,200,70,3,"{""title"":""Updated Test Book 1_97"",""author"":""Updated Test Author 1_97""}"
DELETE,/api/books/6922fb7611741d2b7412669c,200,0,219,
POST,/api/books,201,54,100,"{""title"":""Test Book 1_98"",""author"":""Test Author 1_98""}"
GET,/api/books/6922fb7611741d2b7412669d,200,0,231,
PUT,/api/books/6922fb7611741d2b7412669d,200,70,3,"{""title"":""Updated Test Book 1_98"",""author"":""Updated Test Author 1_98""}"
DELETE,/api/books/6922fb7611741d2b7412669d,200,0,219,
POST,/api/books,201,54,100,"{""title"":""Test Book 1_99"",""author"":""Test Author 1_99""}"
GET,/api/books/6922fb7711741d2b7412669e,200,0,231,
PUT,/api/books/6922fb7711741d2b7412669e,200,70,3,"{""title"":""Updated Test Book 1_99"",""author"":""Updated Test Author 1_99""}"
DELETE,/api/books/6922fb7711741d2b7412669e,200,0,219,
POST,/api/books,201,56,296,"{""title"":""Test Book 1_100"",""author"":""Test Author 1_100""}"
GET,/api/books/6922fb7711741d2b7412669f,200,0,3,
PUT,/api/books/6922fb7711741d2b7412669f,200,72,3,"{""title"":""Updated Test Book 1_100"",""author"":""Updated Test Author 1_100""}"
DELETE,/api/books/6922fb7711741d2b7412669f,200,0,221,
